id,,loan amount,funded amount,,term,interest rate,installment,grade,sub grade,employment title,employment length in years,home ownership,annual income,verification status,issue date,loan status,payment plan,Loan url,empty description,purpose,Title,Hidden zip code,State,Debt to income ratio,# of Delinquencies in last 2 years,earliest Credit line,Fico range low,fico range high,# inquiries in the last 6 months,months since last delinquency,months since last record?,# open accounts,public record,revolving balance,revolving utilization?,total accounts,intial list status?,,,,,,,,,,last payment date,last payment amount,next payment date,last credit pull date,last fico range high,last fico range low,,,,application type,annual income joit,debt to income joint,verification status joint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,debt settlement flag,,,,,,
id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
159499767,,26575,26575,26575, 36 months,13.08%,896.45,B,B5,Manager,4 years,RENT,64000,Source Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159499767,,credit_card,Credit card refinancing,953xx,CA,35.85,0,4-Nov,695,699,0,103,,15,0,17342,48.30%,42,w,24107.9,24107.9,3566.49,3566.49,2467.1,1099.39,0,0,0,20-Jan,896.45,20-Feb,20-Jan,729,725,0,103,1,Individual,,,,0,0,125573,0,6,0,2,14,108231,76,1,2,4861,66,35900,1,0,0,4,8372,17895,48,0,0,121,178,9,9,0,9,103,14,103,1,7,8,8,13,23,9,19,8,15,0,0,0,1,97.6,50,0,0,154963,125573,34400,119063,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
158884774,,27200,27200,27200, 60 months,15.24%,650.52,C,C2,Dentist,1 year,RENT,150000,Source Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=158884774,,credit_card,Credit card refinancing,029xx,RI,23.66,0,5-Feb,695,699,0,,,12,0,31561,51.70%,27,w,25961.68,25961.68,2611.58,2611.58,1238.32,1340.73,32.53,0,0,20-Jan,650.52,20-Feb,20-Jan,664,660,0,,1,Individual,,,,0,0,863114,3,7,2,2,3,831553,92,1,1,29624,68,61000,0,0,0,3,86311,29439,51.7,0,0,175,159,4,3,0,4,,,,0,2,2,3,4,23,3,4,2,12,0,0,0,3,100,66.7,0,0,724574,863114,61000,663574,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159484226,,35000,35000,35000, 60 months,12.40%,785.65,B,B4,Vice President of Finance,< 1 year,OWN,195000,Source Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159484226,,debt_consolidation,Debt consolidation,282xx,NC,17.38,0,Aug-92,700,704,0,,,15,0,27992,26.70%,23,w,33277.6,33277.6,3118.49,3118.49,1722.4,1396.09,0,0,0,20-Jan,785.65,20-Feb,20-Jan,674,670,0,,1,Joint App,220000,19.68,Not Verified,0,0,477456,2,6,2,5,2,130217,79,1,1,9916,48,104900,2,0,3,8,31830,70904,27.8,0,0,193,325,8,2,2,32,,2,,0,5,6,6,7,11,8,10,6,15,0,0,0,5,100,16.7,0,0,550634,158209,98200,125734,92561,700,704,6-Sep,0,4,12,24.3,3,25,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
159596866,,10000,10000,10000, 36 months,7.02%,308.87,A,A2,Recruiter,10+ years,MORTGAGE,135000,Not Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159596866,,credit_card,Credit card refinancing,554xx,MN,17.27,0,Jun-00,725,729,0,,,8,0,92790,72.30%,14,w,8989.7,8989.7,1231.58,1231.58,1010.3,221.28,0,0,0,20-Jan,308.87,20-Feb,19-Sep,729,725,0,,1,Individual,,,,0,0,441568,0,2,1,2,10,30763,85,0,0,9102,77,109700,1,2,0,2,55196,12114,67,0,0,161,231,56,10,2,119,,13,,0,3,5,3,3,6,5,6,5,8,0,0,0,1,100,33.3,0,0,537882,123553,36700,36182,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159505729,,25000,25000,25000, 36 months,23.05%,968.4,D,D3,Account Executive,10+ years,RENT,130000,Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159505729,,credit_card,Credit card refinancing,913xx,CA,22.25,0,4-May,705,709,0,,,15,0,13179,49.90%,31,w,22990.25,22990.25,3841.59,3841.59,2009.75,1831.84,0,0,0,20-Jan,968.4,20-Feb,20-Jan,684,680,0,,1,Individual,,,,0,0,75647,0,4,1,2,11,60490,62,1,4,6295,57,26400,3,0,3,7,5043,3421,79.4,0,0,184,170,10,10,0,10,,0,,0,3,3,5,8,13,9,15,3,15,0,0,0,3,100,60,0,0,127385,75647,16600,96356,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
158744038,,26000,26000,26000, 36 months,15.24%,904.36,C,C2,Security guard,< 1 year,RENT,57000,Source Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=158744038,,debt_consolidation,Debt consolidation,114xx,NY,11.01,0,8-Sep,750,754,1,,,7,0,0,0%,15,w,23659.24,23659.24,3595.43,3595.43,2340.76,1254.67,0,0,0,20-Jan,904.36,20-Feb,20-Jan,779,775,0,,1,Joint App,89000,7.42,Source Verified,0,80,22251,1,2,2,3,5,22251,92,1,2,0,51,19200,2,0,2,5,3179,18000,0,0,0,16,132,11,5,0,24,,5,,0,0,0,4,8,3,5,12,0,7,0,0,0,3,100,0,0,0,43300,22251,18000,24100,3360,660,664,5-Jul,0,0,2,0.7,0,6,0,0,36,N,,,,,,,,,,,,,,,N,,,,,,
159231951,,18000,18000,18000, 60 months,13.08%,410.3,B,B5,Operations Supervisor,3 years,RENT,50000,Source Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159231951,,debt_consolidation,Debt consolidation,750xx,TX,14.47,0,10-Sep,660,664,0,,,13,0,13973,85.70%,13,w,17129.5,17129.5,1628.12,1628.12,870.5,757.62,0,0,0,20-Jan,410.3,20-Feb,20-Jan,684,680,0,,1,Individual,,,,0,0,43223,1,9,0,0,48,29250,95,2,2,10372,92,16300,0,0,2,2,3325,2052,86.3,0,0,108,40,1,1,0,1,,8,,0,3,4,3,3,9,4,4,4,13,0,0,0,2,100,33.3,0,0,47197,43223,15000,30897,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159602010,,15000,15000,15000, 60 months,12.40%,336.71,B,B4,School Counselor,10+ years,OWN,80000,Source Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159602010,,credit_card,Credit card refinancing,107xx,NY,30.6,0,1-Aug,770,774,0,,,9,0,15813,34%,52,w,14261.82,14261.82,1336.51,1336.51,738.18,598.33,0,0,0,20-Jan,336.71,20-Feb,20-Jan,814,810,0,,1,Individual,,,,0,0,409062,0,3,0,1,24,166046,69,0,0,15648,47,46500,0,1,0,1,51133,30687,34,0,0,217,200,26,24,2,26,,,,0,2,2,4,13,35,4,15,2,9,0,0,0,0,100,0,0,0,485529,181859,46500,173629,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159559107,,32000,32000,32000, 60 months,10.33%,685.12,B,B1,Truck Driver,3 years,MORTGAGE,105000,Source Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159559107,,other,Other,917xx,CA,7.66,0,1-Aug,805,809,0,,,8,0,1559,10.50%,14,w,30340.11,30340.11,2722.12,2722.12,1659.89,1062.23,0,0,0,20-Jan,685.12,20-Feb,20-Jan,804,800,0,,1,Individual,,,,0,0,350529,0,2,0,0,55,7780,21,0,0,1065,18,14800,2,0,2,0,43816,11041,12.4,0,0,165,217,53,32,1,53,,2,,0,4,4,4,5,6,5,7,4,8,0,0,0,0,100,0,0,0,409539,9339,12600,37329,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159454492,,20000,20000,20000, 60 months,8.81%,413.33,A,A5,Account Manager,2 years,MORTGAGE,52000,Source Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159454492,,credit_card,Credit card refinancing,296xx,SC,21.42,0,13-Jul,710,714,1,,,15,0,19751,28.60%,25,w,18922.22,18922.22,1643.53,1643.53,1077.78,565.75,0,0,0,20-Jan,413.33,20-Feb,20-Jan,779,775,0,,1,Individual,,,,0,0,161816,1,1,1,1,6,22962,95,1,7,4336,46,69000,0,0,1,8,10788,39006,30.7,0,0,59,74,9,6,1,18,,1,,0,8,10,9,15,2,13,22,10,15,0,0,0,2,100,0,0,0,217307,42713,56300,24207,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159487839,,9000,9000,9000, 36 months,25.65%,360.94,D,D4,,n/a,MORTGAGE,0,Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159487839,,car,Car financing,773xx,TX,,1,May-97,705,709,2,12,,24,0,121406,61.60%,49,w,8303.81,8303.81,1430.94,1430.94,696.19,734.75,0,0,0,20-Jan,360.94,20-Feb,20-Jan,644,640,0,,1,Joint App,485000,24.93,Verified,0,0,882725,4,3,0,1,15,64598,84,4,4,14777,75,152200,2,7,3,5,38379,8066,75.3,0,0,248,268,1,1,1,35,,0,12,0,3,12,5,9,20,18,25,12,24,0,0,0,4,97.8,60,0,0,966531,218289,32600,68646,234989,675,679,Jan-99,2,2,20,79.7,7,19,0,0,78,N,,,,,,,,,,,,,,,N,,,,,,
159416020,,35000,35000,35000, 36 months,16.12%,1232.58,C,C3,Captain ,10+ years,MORTGAGE,90000,Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159416020,,debt_consolidation,Debt consolidation,785xx,TX,25.35,0,11-Sep,700,704,0,27,,7,0,20885,84.60%,19,w,31888.34,31888.34,4898.98,4898.98,3111.66,1787.32,0,0,0,20-Jan,1232.58,20-Feb,20-Jan,749,745,0,,1,Individual,,,,0,0,292095,0,3,1,1,7,33494,50,0,0,8669,59,24700,1,0,4,1,41728,3815,84.6,0,0,78,96,40,7,3,40,,7,,0,3,3,3,7,4,3,12,3,7,0,0,0,1,94.4,100,0,0,346188,54379,24700,67610,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159331320,,10000,10000,10000, 36 months,17.74%,360.23,C,C5,Office Manager,10+ years,MORTGAGE,94140,Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159331320,,debt_consolidation,Debt consolidation,920xx,CA,34.19,0,4-Aug,675,679,0,32,,25,0,20620,45.40%,39,w,9363.49,9363.49,1070.83,1070.83,636.51,434.32,0,0,0,20-Jan,360.23,20-Feb,20-Jan,689,685,0,32,1,Joint App,161140,19.97,Verified,0,0,466618,4,11,2,2,6,57994,60,5,5,5515,55,45400,3,1,5,7,18665,7576,63,0,0,181,86,2,2,2,2,51,6,51,2,5,7,6,11,16,13,21,8,25,0,0,0,7,94.9,66.7,0,0,558355,78614,20500,96885,37856,610,614,11-Feb,0,2,12,42.6,4,14,0,0,0,N,,,,,,,,,,,,,,,N,,,,,,
158321725,,24000,24000,24000, 60 months,8.81%,496,A,A5,Assistant Manager,1 year,MORTGAGE,56000,Not Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=158321725,,credit_card,Credit card refinancing,273xx,NC,29.04,0,6-Jun,675,679,0,,,29,0,27094,38.60%,54,w,22706.64,22706.64,1972.25,1972.25,1293.36,678.89,0,0,0,20-Jan,496,20-Feb,20-Jan,744,740,0,,1,Individual,,,,0,0,305667,1,15,2,5,11,209665,115,3,5,6202,90,70200,0,1,2,10,10540,32301,43.1,0,0,159,154,3,3,2,3,,12,,0,9,11,11,12,36,13,16,11,29,0,0,0,5,100,36.4,0,0,356178,236759,56800,177177,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
158930963,,7200,7200,7200, 36 months,13.08%,242.88,B,B5,Receptionis,2 years,RENT,25000,Source Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=158930963,,debt_consolidation,Debt consolidation,346xx,FL,7.83,0,8-Sep,705,709,0,,,4,0,6033,39.70%,6,w,6531.57,6531.57,966.29,966.29,668.43,297.86,0,0,0,20-Jan,242.88,20-Feb,20-Jan,734,730,0,,1,Individual,,,,0,0,6033,0,0,0,0,132,0,,0,0,4861,40,15200,0,0,0,0,1508,9167,39.7,0,0,132,72,29,29,0,29,,22,,0,2,2,4,4,2,4,4,2,4,0,0,0,0,100,25,0,0,15200,6033,15200,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
158441857,,10625,10625,10625, 36 months,16.12%,374.18,C,C3,Guard,2 years,MORTGAGE,35440,Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=158441857,,home_improvement,Home improvement,352xx,AL,15.54,0,Dec-99,665,669,0,42,,3,0,1283,98.70%,22,w,9635.81,9635.81,1487.2,1487.2,989.19,498.01,0,0,0,20-Jan,374.18,20-Feb,20-Jan,669,665,0,,1,Individual,,,,0,0,113973,2,1,3,5,6,7841,28,0,0,0,31,1300,1,2,2,6,37991,,,0,0,135,57,54,3,3,,42,4,42,0,0,1,0,1,17,1,2,1,3,0,0,0,4,95.5,,0,0,134689,9124,0,28540,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159486865,,30000,30000,30000, 36 months,11.71%,992.28,B,B3,Executive Director,10+ years,RENT,77000,Source Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159486865,,debt_consolidation,Debt consolidation,930xx,CA,14.85,0,Jul-99,670,674,0,45,,5,0,22414,96.60%,7,w,27160.66,27160.66,3949.6,3949.6,2839.34,1110.26,0,0,0,20-Jan,992.28,20-Feb,20-Jan,724,720,0,,1,Individual,,,,0,0,29457,0,1,0,0,27,2407,22,0,0,10882,74,23200,0,0,0,0,5891,786,96.6,0,0,62,242,147,27,0,147,45,,45,1,3,3,3,3,2,3,4,3,5,0,0,0,0,71.4,100,0,0,40058,29457,23200,10831,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159451959,,8000,8000,8000, 36 months,16.12%,281.74,C,C3,Office manager,10+ years,RENT,115000,Not Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159451959,,debt_consolidation,Debt consolidation,953xx,CA,16.4,0,10-Dec,680,684,0,,,11,0,10804,38.90%,16,w,7288.73,7288.73,1119.8,1119.8,711.27,408.53,0,0,0,20-Jan,281.74,20-Feb,20-Jan,719,715,0,,1,Individual,,,,0,0,45815,4,2,1,2,4,35011,61,3,5,3552,54,27800,0,2,0,7,4165,9245,30,0,0,95,105,1,1,0,19,,,,0,2,8,3,3,5,9,11,8,11,0,0,0,4,100,33.3,0,0,84804,45815,13200,57004,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159544762,,13000,13000,13000, 36 months,6.46%,398.21,A,A1,Business Analyst,1 year,RENT,58000,Source Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159544762,,debt_consolidation,Debt consolidation,871xx,NM,9.21,0,Apr-94,785,789,1,,,4,0,7287,28%,16,w,11676.45,11676.45,1588.17,1588.17,1323.55,264.62,0,0,0,20-Jan,398.21,20-Feb,20-Jan,799,795,0,,1,Individual,,,,0,0,12999,0,1,0,0,35,5712,44,0,0,7287,33,26000,0,0,2,0,4333,18713,28,0,0,132,305,42,35,2,42,,4,,0,1,1,3,6,6,3,8,1,4,0,0,0,0,100,0,0,0,39000,12999,26000,13000,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159213169,,17000,17000,17000, 36 months,10.33%,551.18,B,B1,Senior Special Agent,1 year,MORTGAGE,112200,Source Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159213169,,credit_card,Credit card refinancing,201xx,VA,16.07,0,3-Aug,695,699,0,74,,11,0,19383,57%,22,w,15359.62,15359.62,2194.96,2194.96,1640.38,554.58,0,0,0,20-Jan,551.18,20-Feb,20-Jan,764,760,0,,1,Individual,,,,0,0,58349,0,4,0,3,16,38966,70,3,4,11273,65,34000,2,0,2,7,5304,644,96.3,0,0,193,141,10,10,1,11,,10,,0,2,4,2,5,8,7,13,4,11,0,0,0,3,95.5,100,0,0,89510,58349,17500,55510,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159610145,,5000,5000,5000, 36 months,14.30%,171.62,C,C1,QMED/Engine Dept,3 years,RENT,152000,Source Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159610145,,debt_consolidation,Debt consolidation,980xx,WA,17.17,2,3-Oct,660,664,0,5,,9,0,9904,91.70%,20,w,4543.78,4543.78,682.51,682.51,456.22,226.29,0,0,0,20-Jan,171.62,20-Feb,20-Jan,634,630,0,5,1,Individual,,,,0,0,43564,0,5,0,1,16,33660,48,0,0,6309,54,10800,0,4,0,1,4840,335,96,1,0,191,178,33,16,0,33,5,19,5,1,3,4,3,5,11,4,9,4,9,0,0,1,0,90,100,0,0,80423,43564,8300,69623,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159605270,,11700,11700,11700, 60 months,28.80%,369.96,D,D5,Managment,10+ years,MORTGAGE,120000,Source Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159605270,,home_improvement,Home improvement,604xx,IL,22.83,0,4-Jul,660,664,0,44,,21,0,19127,55.10%,28,w,11330.31,11330.31,1461.12,1461.12,369.69,1091.43,0,0,0,20-Jan,369.96,20-Feb,20-Jan,724,720,1,44,1,Individual,,,,0,202,258564,1,5,1,2,3,51189,67,2,3,4924,63,34700,3,0,4,5,12313,3067,84.8,0,0,135,182,7,3,4,7,,3,44,2,7,10,7,7,9,15,15,10,21,0,0,0,3,81.5,71.4,0,0,313318,70316,20200,76986,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159606176,,21050,21050,21050, 36 months,7.02%,650.16,A,A2,,n/a,MORTGAGE,90000,Not Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159606176,,debt_consolidation,Debt consolidation,773xx,TX,25.95,0,Jun-85,780,784,0,71,,13,0,0,0%,24,w,18923.36,18923.36,2592.43,2592.43,2126.64,465.79,0,0,0,20-Jan,650.16,20-Feb,20-Jan,794,790,0,,1,Individual,,,,0,0,120283,1,3,1,3,3,30123,60,1,2,0,36,55900,2,1,1,5,9253,38400,0,0,0,277,409,8,3,3,182,,9,71,0,0,0,5,7,9,8,11,0,13,0,0,0,2,95.8,0,0,0,208586,42809,38400,50000,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159023313,,30000,30000,30000, 36 months,20.55%,1123.34,D,D2,Owner/Stylist,10+ years,RENT,60000,Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159023313,,debt_consolidation,Debt consolidation,914xx,CA,31.52,0,Jan-77,685,689,0,60,,13,0,27666,84.10%,19,w,27498.29,27498.29,4459.11,4459.11,2501.71,1957.4,0,0,0,20-Jan,1123.34,20-Feb,20-Jan,739,735,0,,1,Individual,,,,0,0,37827,0,1,0,1,18,10161,57,0,2,5200,74,32900,0,0,0,3,2910,3742,88,0,0,153,512,15,15,0,17,60,,60,0,10,12,10,12,3,12,16,12,13,0,0,0,0,89.5,80,0,0,50900,37827,31200,18000,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159604155,,28000,28000,28000, 36 months,8.19%,879.88,A,A4,Maintenance Electronics Technician,10+ years,RENT,115000,Source Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159604155,,credit_card,Credit card refinancing,318xx,GA,15.09,0,Mar-95,710,714,0,,,6,0,27781,86.80%,19,w,25216.55,25216.55,3506.78,3506.78,2783.45,723.33,0,0,0,20-Jan,879.88,20-Feb,20-Jan,814,810,0,,1,Individual,,,,0,0,65989,0,1,0,1,18,38208,,0,1,9624,87,32000,0,2,0,2,13198,4219,86.8,0,0,146,294,24,18,1,24,,,,0,4,4,4,9,6,5,11,4,6,0,0,0,0,100,75,0,0,79430,65989,32000,47430,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159357165,,8000,8000,8000, 36 months,7.02%,247.09,A,A2,Marketing Manager,< 1 year,RENT,155000,Source Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159357165,,credit_card,Credit card refinancing,801xx,CO,4.52,0,16-Apr,740,744,0,,,5,0,2633,9.60%,8,w,7191.78,7191.78,985.24,985.24,808.22,177.02,0,0,0,20-Jan,247.09,20-Feb,20-Jan,739,735,0,,1,Individual,,,,0,0,25040,2,1,0,1,15,20869,80,1,1,2422,45,27500,0,2,2,5,5008,24867,9.6,0,0,26,41,2,2,2,2,,4,,0,2,2,3,3,2,3,3,2,5,0,0,0,3,100,0,0,0,55800,25040,27500,26086,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
158605941,,5500,5500,5500, 36 months,11.71%,181.92,B,B3,Investigative Research Specialist ,< 1 year,MORTGAGE,69996,Source Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=158605941,,debt_consolidation,Debt consolidation,391xx,MS,12.57,0,Apr-99,700,704,1,29,,11,0,14205,31.70%,25,w,4979.45,4979.45,724.1,724.1,520.55,203.55,0,0,0,20-Jan,181.92,20-Feb,20-Jan,689,685,0,74,1,Individual,,,,0,0,29337,1,1,0,2,20,15132,73,2,2,8919,45,44800,0,0,5,4,2667,7188,61.1,0,0,133,245,4,4,1,4,71,4,71,1,3,7,4,6,8,10,16,7,11,0,0,0,2,83.3,0,0,0,65550,29337,18500,20750,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159393147,,25000,25000,25000, 36 months,25.65%,1002.62,D,D4,Manager,6 years,RENT,113000,Source Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159393147,,debt_consolidation,Debt consolidation,150xx,PA,27.61,5,Oct-93,705,709,0,5,,15,0,326,2.20%,40,w,23066.11,23066.11,3974.86,3974.86,1933.89,2040.97,0,0,0,20-Jan,1002.62,20-Feb,20-Jan,729,725,0,5,1,Individual,,,,0,228,143728,2,10,2,6,3,143402,92,1,1,326,84,14800,1,1,0,7,9582,9474,3.3,0,0,155,311,1,1,1,1,5,22,5,1,1,1,3,4,32,5,7,1,15,0,0,3,3,71.1,0,0,0,171195,143728,9800,156395,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
159602019,,10000,10000,10000, 36 months,12.40%,334.06,B,B4,AutoCad Designer,8 years,OWN,63000,Not Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159602019,,debt_consolidation,Debt consolidation,452xx,OH,29.64,0,Dec-96,725,729,2,,,15,0,41107,66.30%,23,w,9300.8,9300.8,995.29,995.29,699.2,296.09,0,0,0,20-Jan,334.06,20-Feb,20-Jan,724,720,0,,1,Individual,,,,0,0,230720,2,4,2,2,6,50290,95,2,2,4630,80,62000,6,3,9,4,15381,15483,44.7,0,0,97,273,0,0,1,0,,6,,0,3,5,7,8,9,10,13,5,15,0,0,0,4,100,28.6,0,0,294853,91397,28000,52853,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
158980068,,9600,9600,9600, 36 months,11.71%,317.53,B,B3,operator,10+ years,OWN,145000,Not Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=158980068,,other,Other,498xx,MI,13.09,0,6-Aug,700,704,1,49,,11,0,1547,5.60%,18,w,8691.41,8691.41,1263.87,1263.87,908.59,355.28,0,0,0,20-Jan,317.53,20-Feb,20-Jan,669,665,0,,1,Individual,,,,0,2064,27987,1,3,1,2,6,26440,54,0,3,674,36,27700,3,6,5,5,2544,15483,7.3,0,0,157,67,13,6,0,13,,0,49,0,3,5,4,4,9,8,9,5,11,0,0,0,1,94.4,0,0,0,77056,27987,16700,49356,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
158303403,,12000,12000,12000, 36 months,8.19%,377.09,A,A4,Teacher,10+ years,RENT,84000,Source Verified,19-Sep,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=158303403,,debt_consolidation,Debt consolidation,937xx,CA,10.86,1,Jan-96,680,684,0,17,,5,0,22489,71.60%,15,w,11116.67,11116.67,1125.81,1125.81,883.33,242.48,0,0,0,20-Jan,377.09,20-Feb,20-Jan,704,700,0,,1,Individual,,,,0,0,51361,0,1,0,0,35,28872,,0,0,5724,72,31400,0,3,0,0,10272,8440,48.5,0,0,171,284,44,35,0,44,,22,17,0,2,3,3,4,10,4,5,3,5,0,0,0,0,93.3,33.3,0,0,77713,51361,16400,46313,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
